"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-07-31","WV","B",116,,1,,,,108,0,,39,277346,6287,,,,,18,,6642,6502,220,0,,,,,,4815,,0,283988,6507,14221,,,,,0,283848,6505
"2020-07-31","NC","A+",1924,1924,21,,,,1229,0,,363,1634954,30224,,,,,,,122148,122148,1954,0,,,,,,92302,,0,1757102,32178,,,,,,0,1757102,32178
"2020-07-31","MT","C",60,,5,,230,230,71,9,,,166005,1203,,,,,,,3965,3965,151,0,,,,,,2331,,0,169970,1354,,,,,,0,169970,1354
"2020-07-31","MS","A+",1663,1620,52,43,4276,4276,1229,63,,297,395758,3456,,,,,176,,58747,57912,1168,0,95,,,,,35071,,0,454505,4624,16378,,,,,0,453670,4598
"2020-07-31","ND","C",95,91,0,4,364,364,47,8,,,147495,1935,7093,,,,,,6461,6461,167,0,261,,,,,5289,301509,5031,301509,5031,7354,,,,151245,1981,310230,5237
"2020-07-31","MO","B",1243,,10,,,,869,0,,,636450,10151,,57432,836423,,108,,50323,50323,1489,0,,,2178,,57753,,,0,686773,11640,,,59610,,686773,11640,895691,18007
"2020-07-31","MN","A",1640,1600,6,40,5155,5155,312,43,1510,151,779891,-174299,,,,,,,54463,54463,771,0,,,,,,47289,,0,834354,-173528,,,,,834354,13537,1024916,17034
"2020-07-31","MI","A+",6450,6199,7,251,,,727,0,,238,1753873,30476,,,1753873,,144,,90574,81621,793,0,,,,,114283,57502,,0,1844447,31269,214923,,,,,0,1868156,31572
"2020-07-31","ME","A+",123,122,1,1,388,388,12,2,,7,163255,2336,8396,,161670,,2,,3912,3499,24,0,413,,,,4880,3361,,0,167167,2360,8821,,,,,0,166754,2358
"2020-07-31","MD","A",3493,3362,5,131,12593,12593,590,93,,128,822845,16057,,,,,,,88346,88346,1169,0,,,,,103840,5689,,0,911191,17226,,,,,911191,17226,1209223,28632
"2020-07-31","NE","A",328,,4,,1610,1610,150,0,,,245190,3719,,,,,,,25766,25766,344,0,,,,,,18997,,0,270956,4063,,,,,271245,4068,,0
"2020-07-31","MA","A+",8609,8389,14,220,11908,11908,347,15,,58,1070818,18764,,,,,28,,117612,109787,514,0,,,,,146758,97595,,0,1602496,21526,,,96180,,1180605,19151,1602496,21526
"2020-07-31","NH","B",415,,4,,692,692,21,2,207,,151765,881,,,,,,,6544,6544,31,0,,,,,,5722,,0,158309,912,27391,,26810,,158309,912,234028,2534
"2020-07-31","LA","A",3949,3835,24,114,,,1546,0,,,1225963,23054,,,,,222,,116280,116280,1799,0,,,,,,74246,,0,1342243,24853,,,,,1342243,24853,,0
"2020-07-31","NJ","A+",15725,13944,11,1781,21565,21565,695,0,,113,1914669,36075,,,,,45,,181660,181660,690,0,,,,,,32475,,0,2096329,36765,,,,,,0,2096329,36765
"2020-07-31","KY","B",735,731,4,4,3314,3314,597,10,1133,150,557672,7752,,,,,,,30151,28404,765,0,,,,,,7481,,0,587823,8517,43408,222,,,,0,586076,8440
"2020-07-31","NM","B",635,,3,,2667,2667,156,24,,,531249,6774,,,,,,,20388,20388,252,0,,,,,,8015,,0,551637,7026,,,,,551637,7026,,0
"2020-07-31","KS","A+",358,,9,,1751,1751,366,51,494,98,264695,6616,,,,179,26,,27812,,942,0,,,,,,1178,,0,292507,7558,,,,,292507,7558,,0
"2020-07-31","NV","A+",830,,29,,,,1159,0,,333,421815,4994,,,,,191,,48088,48088,1264,0,,,,,,1127,,0,469903,6258,,,,,468967,6082,616731,9443
"2020-07-31","IN","A+",2965,2765,19,200,8727,8727,865,60,1825,280,681229,10634,,,,,81,,66154,,901,0,,,,,,46466,,0,747383,11535,,,,,747383,11535,926406,926406
"2020-07-31","NY","A",25150,,5,,89995,89995,576,0,,140,5474223,68225,,,,,70,,415014,415014,644,0,,,,,,73055,5889237,68869,5889237,68869,,,,,,0,,0
"2020-07-31","IL","A",7692,7495,22,197,,,1369,0,,346,2520731,47841,,,,,148,,180118,178837,1980,0,,,,,,,,0,2700849,49821,,,,,,0,2699568,49782
"2020-07-31","OH","B",3489,3222,47,267,10790,10790,1024,112,2552,330,1377175,20329,,,,,185,,91159,86333,1533,0,,,,,,65788,,0,1468334,21862,,,,,,0,1463508,21800
"2020-07-31","ID","A",177,155,4,22,835,835,236,27,247,51,158864,3024,,,,,,,20246,19020,567,0,,,,,,6744,,0,179110,3591,,,,,,0,177884,3541
"2020-07-31","WY","B",26,,0,,166,166,18,0,,,50573,618,,,73418,,,,2726,2254,40,0,,,,,2348,2123,,0,53299,658,,,,,52827,655,75767,876
"2020-07-31","IA","A+",867,,10,,,,225,0,,71,429830,4770,,36439,,,29,,44582,44582,544,0,,,2744,,,32578,,0,474412,5314,,,39222,,476322,5316,,0
"2020-07-31","OR","A+",322,,6,,1607,1607,208,20,,65,385701,5193,,,385701,,32,,18492,17540,361,0,,,,,,3872,,0,404193,5554,,,,,403241,5536,,0
"2020-07-31","HI","C",26,,0,,177,177,65,4,,14,119379,2032,,,,,10,,1989,,124,0,,,,,,1226,,0,121368,2156,,,,,121368,2156,150394,2841
"2020-07-31","PA","A+",7189,,13,,,,522,0,,,1104824,15965,,,,,89,,112048,108907,970,0,,,,,,84036,,0,1216872,16935,,,,,1213731,16914,,0
"2020-07-31","GU","B",5,,0,,,,2,0,,2,21526,338,,,,,,,356,348,2,0,2,,,,,304,,0,21882,340,145,,,,21874,340,21873,340
"2020-07-31","PR","B",219,113,5,106,,,488,0,,62,305972,0,,,303412,,39,,16781,5997,209,0,10784,,,,7002,,,0,322753,209,,,,,,0,310546,0
"2020-07-31","GA","A",3752,,81,,18689,18689,3155,386,3414,,1388335,29232,,,1403381,,,,186352,186352,4066,0,14138,,,,171306,,,0,1574687,33298,222213,,,,,0,1574687,33298
"2020-07-31","RI","A+",1007,,0,,2211,2211,76,9,,15,186994,1425,,,337466,,5,,19022,19022,72,0,,,,,27600,1823,364126,4031,364126,4031,,,,,206016,1497,365066,4119
"2020-07-31","FL","A",6966,6966,257,,26905,26905,8209,519,,,3157702,39964,339059,334221,4099817,,,3363,470386,470386,9007,0,19175,,18780,,592572,,,0,3628088,48971,358283,,353026,,3633393,49200,4712187,77161
"2020-07-31","SC","A+",1712,1647,45,65,5117,5117,1516,0,,373,603819,0,48977,,580768,,237,,89016,88523,1444,0,3430,,,,110168,32859,,0,692835,1444,52407,,,,,0,690936,0
"2020-07-31","DE","A+",585,515,4,70,,,46,0,,11,166259,2085,,,,,,,14788,13791,99,0,,,,,,8179,,0,181047,2184,,,,,181047,2184,,0
"2020-07-31","SD","B",130,,1,,824,824,31,9,,,102871,1211,,,,,,,8764,,79,0,,,,,,7761,,0,111635,1290,,,,,111635,1290,,0
"2020-07-31","DC","A+",585,,1,,,,86,0,,17,176615,5682,,,,,9,,12126,,69,0,,,,,,9816,188741,5751,188741,5751,,,,,,0,,0
"2020-07-31","TN","A",1060,1023,27,37,4661,4661,1494,89,,,1407446,29505,,,1387314,,,,105959,104778,3088,0,,,,,124910,66357,,0,1513405,32593,,,,,,0,1512224,32555
"2020-07-31","CT","B",4432,3551,1,881,10807,10807,69,0,,,744186,15128,,,,,,,49810,47854,140,0,,,,,,8613,,0,793996,15268,,,,,,0,792040,15265
"2020-07-31","TX","A",6569,,295,,,,9336,0,,3117,3248806,51439,,,,,,,420946,420946,8839,0,11712,,,,,273191,,0,3669752,60278,241518,,,,,0,3669752,60278
"2020-07-31","CO","A",1691,,3,,6413,6413,350,15,,,480142,6266,127421,,,,,,46204,43032,408,0,9293,,,,,5309,678823,10578,678823,10578,136714,,,,523174,6672,,0
"2020-07-31","UT","A+",304,,4,,2377,2377,258,31,618,81,488714,4043,,,,250,,,40196,40196,500,0,,518,,489,,28130,,0,528910,4543,,1402,,1166,528910,4543,631309,6357
"2020-07-31","CA","B",9005,,96,,,,7999,0,,2163,7317453,169115,,,,,,,493588,493588,8086,0,,,,,,,,0,7811041,177201,,,,,,0,7811041,177201
"2020-07-31","VA","A+",2174,2067,33,107,13271,13271,1334,186,,279,1020859,14790,,,,,145,449,89888,86501,984,0,7830,,,,106630,11937,1107360,15745,1110747,15774,105100,,,,,0,,0
"2020-07-31","AZ","A+",3694,2431,68,152,11260,11260,2302,88,,719,759733,17265,,,,,505,,174010,137710,3212,0,,,,,,22714,,0,933743,20477,227897,,,,,0,933743,20477
"2020-07-31","VI","C",8,8,0,,,,,0,,,8775,356,,,,,,12,406,,21,0,,,,,,338,,0,9181,377,,,,,,0,9193,360
"2020-07-31","AS","C",0,,0,,,,,0,,,1037,0,,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-31","VT","B",57,57,0,,,,16,0,,,92954,1077,,,,,,,1414,1414,7,0,,,,,,1211,,0,94368,1084,,,,,94368,1084,,0
"2020-07-31","AR","A",453,,11,,2852,2852,507,105,,,460958,0,,,,395,100,,42511,42511,752,0,,1085,,,,35413,,0,503469,752,,7090,,,,0,502717,0
"2020-07-31","WA","B",1564,1564,9,,5568,5568,415,92,,,1036352,14129,,,,,56,,59950,59950,687,0,,,,,,,1096302,14816,1096302,14816,,,,,973654,15347,,0
"2020-07-31","AL","B",1580,1531,15,49,10521,10521,1596,451,1144,,601744,7398,,,,613,,,87723,85278,1961,0,,,,,,35401,,0,689467,9359,,,,,,0,687022,9181
"2020-07-31","WI","A+",941,934,15,7,4637,4637,255,47,900,108,882149,14547,,,,,,132,56934,52940,855,0,,,,,,42317,,0,939083,15402,,,,,935089,15379,,0
"2020-07-31","AK","A",23,23,0,,,,40,0,,,229429,7931,,,,,3,,3677,3677,118,0,,,,,,898,,0,233106,8049,,,,,,0,233106,8049
"2020-07-31","MP","D",2,,0,,4,4,,0,,,11719,0,,,,,,,42,42,0,0,,,,,,29,,0,11761,0,,,,,11759,0,12745,0
"2020-07-31","OK","A+",541,,5,,3161,3161,621,57,,253,589091,9815,,,589091,,,,36487,36487,747,0,2071,,,,42245,29187,,0,625578,10562,57683,,,,,0,632535,10902
"2020-07-30","WI","A+",926,919,8,7,4590,4590,295,51,893,101,867602,16211,,,,,,122,56079,52108,1091,0,,,,,,41319,,0,923681,17302,,,,,919710,17270,,0
"2020-07-30","MT","C",55,,1,,221,221,69,10,,,164802,3123,,,,,,,3814,3814,138,0,,,,,,2240,,0,168616,3261,,,,,,0,168616,3261
"2020-07-30","MS","A+",1611,1570,48,41,4213,4213,1245,61,,296,392302,4802,,,,,177,,57579,56770,1775,0,95,,,,,35071,,0,449881,6577,16284,,,,,0,449072,6526
"2020-07-30","MP","D",2,,0,,4,4,,0,,,11719,0,,,,,,,42,42,2,0,,,,,,29,,0,11761,2,,,,,11759,0,12745,0
"2020-07-30","NC","A+",1903,1903,38,,,,1239,0,,358,1604730,31146,,,,,,,120194,120194,2344,0,,,,,,92302,,0,1724924,33490,,,,,,0,1724924,33490
"2020-07-30","MN","A",1634,1594,5,40,5112,5112,298,35,1490,141,954190,14046,,,767125,,,,53692,53692,745,0,,,,,,46965,,0,1007882,14791,,,,,820817,820817,1007882,14791
"2020-07-30","MI","A+",6443,6191,21,252,,,727,0,,238,1723397,19138,,,1723397,,153,,89781,80887,807,0,,,,,113187,57502,,0,1813178,19945,212732,,,,,0,1836584,16779
"2020-07-30","ME","A+",122,121,1,1,386,386,11,1,,8,160919,2708,8371,,159348,,3,,3888,3477,22,0,412,,,,4846,3345,,0,164807,2730,8795,,,,,0,164396,2728
"2020-07-30","MD","A",3488,3357,10,131,12500,12500,585,52,,139,806788,14114,,,,,,,87177,87177,892,0,,,,,102659,5592,,0,893965,15006,,,,,893965,15006,1180591,25689
"2020-07-30","MA","A+",8595,8375,15,220,11893,11893,367,17,,55,1052054,11920,,,,,29,,117098,109400,414,0,,,,,146308,97595,,0,1580970,22921,,,95217,,1161454,12224,1580970,22921
"2020-07-30","ND","C",95,91,3,4,356,356,43,5,,,145560,704,6514,,,,,,6294,6294,73,0,248,,,,,5181,296478,3864,296478,3864,6762,,,,149264,818,304993,3962
"2020-07-30","LA","A",3925,3811,42,114,,,1524,0,,,1202909,20551,,,,,205,,114481,114481,1708,0,,,,,,74246,,0,1317390,22259,,,,,1317390,22259,,0
"2020-07-30","NE","A",324,,3,,1610,1610,137,4,,,241471,2595,,,,,,,25422,25422,265,0,,,,,,18802,,0,266893,2860,,,,,267177,2864,,0
"2020-07-30","KY","B",731,727,7,4,3304,3304,587,23,1133,110,549920,10306,,,,,,,29386,27716,659,0,,,,,,7590,,0,579306,10965,43348,222,,,,0,577636,10849
"2020-07-30","NH","B",411,,2,,690,690,22,0,205,,150884,1301,,,,,,,6513,6513,13,0,,,,,,5710,,0,157397,1314,27245,,26674,,157397,1314,231494,3142
"2020-07-30","KS","A+",349,,0,,1700,1700,393,0,483,83,258079,0,,,,174,29,,26870,,0,0,,,,,,1149,,0,284949,0,,,,,284949,0,,0
"2020-07-30","NJ","A+",15714,13934,11,1780,21565,21565,759,244,,123,1878594,16678,,,,,51,,180970,180970,204,0,,,,,,32423,,0,2059564,16882,,,,,,0,2059564,16882
"2020-07-30","IN","A+",2946,2746,14,200,8667,8667,831,80,1808,301,670595,10656,,,,,69,,65253,,954,0,,,,,,45751,,0,735848,11610,,,,,735848,11610,,0
"2020-07-30","NM","B",632,,6,,2643,2643,158,29,,,524475,7413,,,,,,,20136,20136,345,0,,,,,,7817,,0,544611,7758,,,,,544611,7758,,0
"2020-07-30","IL","A",7670,7478,16,192,,,1452,0,,353,2472890,39362,,,,,149,,178138,176896,1772,0,,,,,,,,0,2651028,41134,,,,,,0,2649786,41134
"2020-07-30","NV","A+",801,,21,,,,1145,0,,327,416821,5242,,,,,187,,46824,46824,1018,0,,,,,,1085,,0,463645,6260,,,,,462885,6283,607288,10493
"2020-07-30","ID","A",173,152,13,21,808,808,236,25,236,51,155840,2020,,,,,,,19679,18503,457,0,,,,,,6472,,0,175519,2477,,,,,,0,174343,2451
"2020-07-30","NY","A",25145,,13,,89995,89995,586,0,,142,5405998,72769,,,,,72,,414370,414370,777,0,,,,,,72973,5820368,73546,5820368,73546,,,,,,0,,0
"2020-07-30","IA","A+",857,,11,,,,237,0,,76,425060,5625,,36194,,,31,,44038,44038,761,0,,,2738,,,31835,,0,469098,6386,,,38971,,471006,6489,,0
"2020-07-30","OH","B",3442,3177,20,265,10678,10678,1049,125,2534,319,1356846,23902,,,,,184,,89626,84862,1733,0,,,,,,64311,,0,1446472,25635,,,,,,0,1441708,25551
"2020-07-30","HI","C",26,,0,,173,173,61,6,,11,117347,1545,,,,,9,,1865,,108,0,,,,,,1215,,0,119212,1653,,,,,119212,1653,147553,2149
"2020-07-30","OK","A+",536,,13,,3104,3104,647,63,,244,579276,7386,,,579276,,,,35740,35740,1117,0,2071,,,,41179,28411,,0,615016,8503,57683,,,,,0,621633,8431
"2020-07-30","GU","B",5,,0,,,,2,0,,2,21188,210,,,,,,,354,346,3,0,2,,,,,297,,0,21542,213,145,,,,21534,750,21533,213
"2020-07-30","OR","A+",316,,5,,1587,1587,229,19,,66,380508,4074,,,380508,,30,,18131,17197,410,0,,,,,,3835,,0,398639,4484,,,,,397705,4456,,0
"2020-07-30","GA","A",3671,,29,,18303,18303,3200,339,3354,,1359103,24962,,,1373979,,,,182286,182286,3963,0,13886,,,,167410,,,0,1541389,28925,219867,,,,,0,1541389,28925
"2020-07-30","PA","A+",7176,,14,,,,756,0,,,1088859,14996,,,,,109,,111078,107958,860,0,,,,,,83308,,0,1199937,15856,,,,,1196817,15816,,0
"2020-07-30","FL","A",6709,6709,252,,26386,26386,8395,519,,,3117738,42396,339059,334221,4035319,,,3304,461379,461379,9956,0,19175,,18780,,580808,,,0,3579117,52352,358283,,353026,,3584193,52472,4635026,78026
"2020-07-30","PR","B",214,109,3,105,,,504,0,,63,305972,0,,,303412,,40,,16572,5920,511,0,10652,,,,7002,,,0,322544,511,,,,,,0,310546,0
"2020-07-30","DE","A+",581,511,0,70,,,69,0,,11,164174,1760,,,,,,,14689,13692,87,0,,,,,,8140,,0,178863,1847,,,,,178863,1847,,0
"2020-07-30","RI","A+",1007,,0,,2202,2202,77,7,,13,185569,1904,,,333452,,5,,18950,18950,150,0,,,,,27495,1813,360095,4899,360095,4899,,,,,204519,2054,360947,4761
"2020-07-30","WY","B",26,,0,,166,166,18,1,,,49955,571,,,72569,,,,2686,2217,58,0,,,,,2321,2065,,0,52641,629,,,,,52172,616,74891,1167
"2020-07-30","SC","A+",1667,1600,52,67,5117,5117,1563,0,,389,603819,8675,48977,,580768,,245,,87572,87117,1726,0,3430,,,,110168,32859,,0,691391,10401,52407,,,,,0,690936,10369
"2020-07-30","CT","B",4431,3550,6,881,10807,10807,66,95,,,729058,12822,,,,,,,49670,47717,130,0,,,,,,8613,,0,778728,12952,,,,,,0,776775,12958
"2020-07-30","SD","B",129,,0,,815,815,44,5,,,101660,587,,,,,,,8685,,44,0,,,,,,7690,,0,110345,631,,,,,110345,631,,0
"2020-07-30","CO","A",1688,,9,,6398,6398,341,79,,,473876,7013,126496,,,,,,45796,42626,482,0,9224,,,,,5277,668245,11940,668245,11940,135720,,,,516502,7490,,0
"2020-07-30","TN","A",1033,996,13,37,4572,4572,1493,90,,,1377941,22524,,,1358551,,,,102871,101728,2049,0,,,,,121118,64234,,0,1480812,24573,,,,,,0,1479669,24549
"2020-07-30","CA","B",8909,,194,,,,8198,0,,2220,7148338,106177,,,,,,,485502,485502,10197,0,,,,,,,,0,7633840,116374,,,,,,0,7633840,116374
"2020-07-30","TX","A",6274,,84,,,,9296,0,,3087,3197367,61306,,,,,,,412107,412107,8800,0,11430,,,,,260542,,0,3609474,70106,239566,,,,,0,3609474,70106
"2020-07-30","AZ","A+",3626,2431,172,152,11172,11172,2348,1112,,758,742468,9312,,,,,531,,170798,137710,2525,0,,,,,,22358,,0,913266,11837,226306,,,,,0,913266,11837
"2020-07-30","UT","A+",300,,8,,2346,2346,238,22,610,87,484671,5674,,,,249,,,39696,39696,502,0,,503,,476,,27261,,0,524367,6176,,1348,,1128,524367,6176,624952,8440
"2020-07-30","AS","C",0,,0,,,,,0,,,1037,0,,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-30","VA","A+",2141,2035,16,106,13085,13085,1357,85,,284,1006069,17306,,,,,147,492,88904,85546,911,0,7745,,,,105369,11728,1091615,18152,1094973,18217,104509,,,,,0,,0
"2020-07-30","AR","A",442,,8,,2747,2747,508,0,,,460958,6321,,,,387,108,,41759,41759,791,0,,,,,,34737,,0,502717,7112,,,,,,0,502717,7112
"2020-07-30","VI","C",8,8,0,,,,,0,,,8419,0,,,,,,29,385,,0,0,,,,,,296,,0,8804,0,,,,,,0,8833,0
"2020-07-30","AL","B",1565,1516,27,49,10070,10070,1512,177,1129,,594346,9853,,,,605,,,85762,83495,1980,0,,,,,,35401,,0,680108,11833,,,,,,0,677841,11776
"2020-07-30","VT","B",57,57,1,,,,18,0,,,91877,822,,,,,,,1407,1407,1,0,,,,,,1207,,0,93284,823,,,,,93284,823,,0
"2020-07-30","AK","A",23,23,1,,,,45,0,,,221498,1276,,,,,3,,3559,3559,117,0,,,,,,885,,0,225057,1393,,,,,,0,225057,1393
"2020-07-30","WA","B",1555,1555,7,,5476,5476,399,2,,,1022223,13855,,,,,57,,59263,59263,733,0,,,,,,,1081486,14588,1081486,14588,,,,,958307,13073,,0
"2020-07-30","WV","B",115,,3,,,,102,0,,40,271059,3258,,,,,19,,6422,6284,96,0,,,,,,4703,,0,277481,3354,14144,,,,,0,277343,3355
"2020-07-30","MO","B",1233,,13,,,,813,0,,,626299,12150,,57073,821441,,111,,48834,48834,2084,0,,,2137,,54787,,,0,675133,14234,,,59210,,675133,14234,877684,21248
"2020-07-30","DC","A+",584,,0,,,,87,0,,17,170933,2883,,,,,7,,12057,,58,0,,,,,,9777,182990,2941,182990,2941,,,,,,0,,0
"2020-07-29","WI","A+",918,911,5,7,4539,4539,271,46,886,86,851391,13824,,,,,,107,54988,51049,924,0,,,,,,40416,,0,906379,14748,,,,,902440,14694,,0
"2020-07-29","MS","A+",1563,1524,20,39,4152,4152,1211,49,,296,387500,8666,,,,,178,,55804,55046,1505,0,95,,,,,35071,,0,443304,10171,16140,,,,,0,442546,10124
"2020-07-29","MP","D",2,,0,,4,4,,0,,,11719,0,,,,,,,40,40,0,0,,,,,,29,,0,11759,0,,,,,11759,0,12745,0
"2020-07-29","MO","B",1220,,7,,,,797,0,,,614149,6048,,56719,802399,,112,,46750,46750,1927,0,,,2114,,52623,,,0,660899,7975,,,58833,,660899,7975,856436,9779
"2020-07-29","MT","C",54,,3,,211,211,59,6,,,161679,3746,,,,,,,3676,3676,201,0,,,,,,2212,,0,165355,3947,,,,,,0,165355,3947
"2020-07-29","MI","A+",6422,6172,1,250,,,670,0,,195,1704259,64335,,,1704259,,135,,88974,80172,1016,0,,,,,115546,57502,,0,1793233,65351,210763,,,,,0,1819805,67930
"2020-07-29","ME","A+",121,120,0,1,385,385,11,1,,8,158211,2949,8332,,156649,,5,,3866,3457,28,0,407,,,,4819,3336,,0,162077,2977,8751,,,,,0,161668,2973
"2020-07-29","MD","A",3478,3347,20,131,12448,12448,571,59,,145,792674,9942,,,,,,,86285,86285,761,0,,,,,101638,5592,,0,878959,10703,,,,,878959,10703,1154902,15747
"2020-07-29","MA","A+",8580,8360,29,220,11876,11876,390,21,,62,1040134,15200,,,,,23,,116684,109096,502,0,,,,,145779,97595,,0,1558049,22042,,,94348,,1149230,15556,1558049,22042
"2020-07-29","LA","A",3883,3769,71,114,,,1544,0,,,1182358,17092,,,,,221,,112773,112773,1735,0,,,,,,74246,,0,1295131,18827,,,,,1295131,18827,,0
"2020-07-29","NC","A+",1865,1865,45,,,,1291,0,,361,1573584,26131,,,,,,,117850,117850,1763,0,,,,,,92302,,0,1691434,27894,,,,,,0,1691434,27894
"2020-07-29","KY","B",724,720,5,4,3281,3281,571,2,1133,112,539614,10027,,,,,,,28727,27173,601,0,,,,,,7495,,0,568341,10628,42980,222,,,,0,566787,10544
"2020-07-29","ND","C",92,88,0,4,351,351,39,8,,,144856,951,6514,,,,,,6221,6221,89,0,248,,,,,5087,292614,3299,292614,3299,6762,,,,148446,1186,301031,3460
"2020-07-29","KS","A+",349,,14,,1700,1700,393,56,483,83,258079,5315,,,,174,29,,26870,,698,0,,,,,,1149,,0,284949,6013,,,,,284949,6552,,0
"2020-07-29","NE","A",321,,4,,1606,1606,122,19,,,238876,2672,,,,,,,25157,25157,258,0,,,,,,18702,,0,264033,2930,,,,,264313,2930,,0
"2020-07-29","IN","A+",2932,2733,8,199,8587,8587,837,82,1796,279,659939,6808,,,,,69,,64299,,621,0,,,,,,45058,,0,724238,7429,,,,,724238,7429,,0
"2020-07-29","NH","B",409,,0,,690,690,21,0,202,,149583,0,,,,,,,6500,6500,0,0,,,,,,5688,,0,156083,0,27084,,26524,,156083,0,228352,2697
"2020-07-29","IL","A",7654,7462,16,192,,,1491,0,,355,2433528,36794,,,,,152,,176366,175124,1393,0,,,,,,,,0,2609894,38187,,,,,,0,2608652,38187
"2020-07-29","NJ","A+",15703,13923,18,1780,21321,21321,761,0,,116,1861916,57907,,,,,49,,180766,180766,471,0,,,,,,32365,,0,2042682,58378,,,,,,0,2042682,58841
"2020-07-29","ID","A",160,139,8,21,783,783,209,33,232,40,153820,1797,,,,,,,19222,18072,528,0,,,,,,6203,,0,173042,2325,,,,,,0,171892,2304
"2020-07-29","NM","B",626,,7,,2614,2614,160,24,,,517062,7674,,,,,,,19791,19791,289,0,,,,,,7657,,0,536853,7963,,,,,536853,7963,,0
"2020-07-29","IA","A+",846,,7,,,,246,0,,76,419435,4777,,36041,,,32,,43277,43277,500,0,,,2728,,,31246,,0,462712,5277,,,38808,,464517,5291,,0
"2020-07-29","NV","A+",780,,21,,,,1110,0,,325,411579,5629,,,,,190,,45806,45806,870,0,,,,,,1061,,0,457385,6499,,,,,456602,6882,596795,11059
"2020-07-29","HI","D",26,,0,,167,167,47,2,,,115802,1126,,,,,,,1757,,46,0,,,,,,1205,,0,117559,1172,,,,,117559,1172,145404,1613
"2020-07-29","NY","A",25132,,6,,89995,89995,619,0,,154,5333229,61561,,,,,76,,413593,413593,715,0,,,,,,72900,5746822,62276,5746822,62276,,,,,,0,,0
"2020-07-29","GU","B",5,,0,,,,4,0,,2,20978,535,,,,,,,351,343,2,0,2,,,,,297,,0,21329,537,145,,,,20784,0,21320,547
"2020-07-29","OH","B",3422,3156,40,266,10553,10553,1100,128,2513,348,1332944,20708,,,,,179,,87893,83213,1396,0,,,,,,62695,,0,1420837,22104,,,,,,0,1416157,22025
"2020-07-29","GA","A",3642,,79,,17964,17964,3188,420,3301,,1334141,21867,,,1348703,,,,178323,178323,3271,0,13606,,,,163761,,,0,1512464,25138,217543,,,,,0,1512464,25138
"2020-07-29","OK","A+",523,,14,,3041,3041,663,54,,228,571890,16539,,,571890,,,,34623,34623,848,0,2071,,,,40163,27386,,0,606513,17387,57683,,,,,0,613202,17925
"2020-07-29","FL","A",6457,6457,217,,25867,25867,8720,587,,,3075342,37020,,334221,3971204,,,3220,451423,451423,9446,0,,,18780,,567610,,,0,3526765,46466,,,353026,,3531721,46580,4557000,71960
"2020-07-29","OR","A+",311,,8,,1568,1568,235,31,,62,376434,6194,,,376434,,32,,17721,16815,305,0,,,,,,3736,,0,394155,6499,,,,,393249,6463,,0
"2020-07-29","DE","A+",581,511,1,70,,,68,0,,15,162414,2267,,,,,,,14602,13606,126,0,,,,,,8108,,0,177016,2393,,,,,177016,2393,,0
"2020-07-29","PA","A+",7162,,16,,,,756,0,,,1073863,14087,,,,,109,,110218,107138,834,0,,,,,,82663,,0,1184081,14921,,,,,1181001,14894,,0
"2020-07-29","DC","A+",584,,1,,,,83,0,,17,168050,1973,,,,,8,,11999,,54,0,,,,,,9723,180049,2027,180049,2027,,,,,,0,,0
"2020-07-29","PR","B",211,106,2,105,,,495,0,,66,305972,0,,,303412,,37,,16061,5700,221,0,10361,,,,7002,,,0,322033,221,,,,,,0,310546,0
"2020-07-29","CT","B",4425,3544,2,881,10712,10712,53,0,,,716236,12625,,,,,,,49540,47581,463,0,,,,,,8516,,0,765776,13088,,,,,,0,763817,13117
"2020-07-29","RI","A+",1007,,2,,2195,2195,74,13,,12,183665,1430,,,328838,,6,,18800,18800,75,0,,,,,27348,1810,355196,3724,355196,3724,,,,,202465,1505,356186,3686
"2020-07-29","CO","A",1679,,11,,6319,6319,353,48,,,466863,10998,125718,,,,,,45314,42149,749,0,9159,,,,,5243,656305,17337,656305,17337,134877,,,,509012,11747,,0
"2020-07-29","SC","A+",1615,1551,50,64,5117,5117,1596,0,,404,595144,8923,48452,,572645,,242,,85846,85423,1737,0,3319,,,,107922,32859,,0,680990,10660,51771,,,,,0,680567,10626
"2020-07-29","CA","B",8715,,197,,,,8439,0,,2209,7042161,90845,,,,,,,475305,475305,8755,0,,,,,,,,0,7517466,99600,,,,,,0,7517466,99600
